20130131,20130228,20130328,20130430,20130531,20130628,20130731,20130830,20130930,20131031,20131129,20131231,20140131,20140228,20140331,20140430,20140530,20140630,20140731,20140829,20140930,20141031,20141128,20141231,20150130,20150227,20150331,20150430,20150529,20150630,20150731,20150831,20150930,20151030,20151130,20151231,20160129,20160229,20160331,20160429,20160531,20160630,20160729,20160831,20160930,20161031,20161130,20161230,20170731,20170831,20170929,20171031,20171130,20171229,20180131,20180228,20180329,20180430,20180531,20180629,20180731,20180831,20180928,20181031,20181130,20181231,20190131,20190228,20190329,20190430,20190531,20190628,20190731,20190830,20190930,20191031,20191129,20191231,20200131,20200228,20200331,20200430,20200529,20200630,20200731,20200831,20200930,20201030,20201130,20201231,20210129,20210226,20210331,20210430,20210531,20210630,20210730,20210831,20210930,20211029,20211130,20211231,20220131,20220228,20220331,20220429,20220531,20220630,20220729,20220831,20220930,20221031,20221130,20221230,20230131,20230228,20230331,20230428,20230531,20230630,20230731,20230831,20230929,20231031,20231130,20231229
HAS,CMS,MNST,RHI,DOFSQ,CTAS,WIN,WIN,MOLX,CTAS,HAR,GT,PNW,CTAS,DHI,XRAY,CPB,CTAS,TMK,XYL,FTR,GRMN,FTR,ESV,GAS,GT,ADT,PCL,PCL,FLS,PHM,ARG,POM,XYL,POM,ALLE,CMA,SPLS,NFX,IRM,KSS,FLR,LEG,AIV,QRVO,TMK,FLR,EVHC,NDAQ,HOG,ALLE,HBI,ALK,NI,CPB,REG,DISH,FRT,KORS,AES,SLG,XRAY,PNW,ALLE,SLG,ALK,M,MHK,ARNC,BWA,PHM,ZION,NLSN,DISH,BEN,FBHS,VIAB,FBHS,DVN,FFIV,LNC,BWA,DISCK,AAL,WRK,AIZ,DISH,CCL,LNC,IRM,WU,WRB,DISCK,WRB,BWA,CF,LYV,CHRW,CHRW,HST,CMA,REG,WRB,PTC,MAS,HSIC,LUMN,FOXA,WRK,CPB,FOXA,ROL,PHM,CDAY,GL,WYNN,CE,GEN,HSIC,CRL,NI,CRL,CRL,CHRW,UDR,MKTX
ZION,DEN,LEN,AIV,IGT,SEE,CTAS,POM,CTAS,DHI,GAS,OI,RHI,LSI,PNW,PHM,HSP,PNW,GT,HRL,TDC,VRSN,IRM,ETFC,FTR,HP,HAS,HRL,TMK,NAVI,POM,GMCR,PHM,CPGX,ALLE,TE,RHI,LEG,LEG,MNK,UA,GT,URI,JBHT,TMK,AIV,VRSN,CF,AAP,AOS,HOG,PKI,MOS,WU,FRT,AAP,AAP,QRVO,REG,NI,UNM,IPG,XEC,GRMN,IVZ,BWA,QRVO,UNM,WU,ARNC,MOS,IVZ,KIM,FFIV,ABMD,HFC,NOV,ZION,CPB,AAL,NWL,TXT,AOS,FANG,HII,PRGO,AIZ,WYNN,IPG,MHK,MOS,UHS,IRM,BWA,JKHY,LNC,HSIC,PENN,SNA,CTXS,SNA,HWM,APA,HSIC,RE,HAS,RE,TAP,FOXA,AAP,CMA,CE,BXP,TAP,CZR,CZR,MTCH,CDAY,CRL,HSIC,WYNN,QRVO,AES,GEN,FFIV,ALLE
RDC,HP,ARG,ZION,WIN,RHI,OI,OI,XYL,RHI,GT,FOSL,ETFC,DEN,CTAS,LSI,HRB,AVP,WIN,FTR,WIN,GT,CTAS,HRL,MLM,PNW,FTR,XRAY,MUR,FMC,TGNA,RRC,ARG,QRVO,DRI,RHI,ALLE,ALLE,AIV,ADT,LEG,UAC/C,DRI,LEG,UA,HP,NDAQ,FLR,LUK,AKAM,CF,HOG,TSCO,HOG,AAP,SNI,COTY,JNPR,AMG,SLG,RE,AES,IPG,MHK,BWA,MHK,PVH,TMK,BWA,WU,AIV,PHM,COG,AIZ,ALK,FTI,ALK,FTI,NOV,AIV,BWA,CF,PNR,IPG,CF,PWR,COG,IPG,DVA,DVA,MHK,RE,MOS,LNC,CBOE,FFIV,LNC,TPR,ATO,LUMN,TPR,XRAY,LNC,BFB,JNPR,FOXA,NRG,MGM,HAS,HSIC,NRG,STX,BWA,KMX,CDAY,FOXA,CCL,ALLE,JNPR,ETSY,CDAY,KEY,REG,HRL,KMX,REG
PBCT,TAP,CMA,URBN,PBCT,TEG,IGT,BTU,ZION,MOLX,OI,PNW,CTAS,NBR,DEN,TGNA,IPG,TDC,PETM,WIN,J,XYL,TMK,TMK,CNX,HAS,PNW,TMK,ARG,MUR,LEG,HP,XYL,NFX,TGNA,AIV,SNI,CMA,FTR,FTI,AIV,BBBY,ETFC,DRI,BWA,SRCL,BWA,NI,NI,IPG,SNI,ALK,HOG,NRG,PKI,FRT,FRT,AAP,NI,DISCK,AES,PNW,RHI,SLG,QRVO,IVZ,MHK,RHI,KIM,MHK,KIM,NLSN,PHM,ZION,KSS,AIV,APA,IPG,DXC,AIZ,DISH,FRT,CF,LYV,CCL,CF,WYNN,JNPR,IRM,PNR,PNR,WU,UHS,RE,PNR,PENN,WYNN,NRG,RHI,HWM,ALLE,ALLE,L,XRAY,CMA,BIO,FOXA,WRK,RE,NLSN,HSIC,REG,LYV,REG,BWA,CPB,BIO,FOXA,QRVO,ALLE,GEN,WYNN,PEAK,PODD,TECH,QRVO
TEG,BLL,MWV,IGT,NBR,OI,URBN,URBN,QEP,BTU,ZION,RHI,GAS,JOY,GAS,RHI,IFF,FDO,GRMN,XRAY,XYL,HAS,XYL,XYL,ETFC,VRSN,VRSN,FTR,POM,TSS,RRC,SWN,IRM,GPS,LEG,NI,SPLS,AVY,IRM,NTAP,STX,AVY,TMK,TRIP,AVY,ZION,LUK,AIV,HBI,AYI,SEE,ALLE,LUK,AMD,FLR,PKI,PKI,TSCO,FBHS,AOS,NI,WU,BFB,AVY,MHK,ADS,WU,BFB,ADS,JBHT,JBHT,FBHS,CPB,KSS,AIV,DISH,MHK,KIM,MHK,KIM,AOS,FLIR,AIZ,HWM,LYV,IPG,PRGO,CMA,TPR,ROL,FANG,CMA,PNR,DISH,FFIV,NCLH,WRB,WYNN,L,ALLE,L,PNR,HWM,EPAM,AAL,RE,PHM,MKTX,MKTX,QRVO,CE,EMN,PARA,BXP,CCL,KMX,CRL,MTCH,GEN,PNR,AAL,TFX,KEY,WRK,INCY,APA
LEG,UUM,CVH,PBCT,SEE,WIN,DOFSQ,XYL,IGT,ZION,RHI,GME,HAS,ZION,JOY,PNW,NEBLQ,QEP,POM,CTAS,XRAY,TDC,TDC,MLM,GT,IRM,LUK,ARG,IRM,POM,URI,LEG,NI,ARG,GPS,PVH,FTI,TMK,QRVO,LEG,AVY,ALLE,AVY,AVY,SWN,URI,NI,PVH,AVY,NRG,IPG,SNI,FFIV,QRVO,PHM,CPB,MOS,FBHS,UNM,BWA,PKI,NLSN,WU,UNM,GRMN,JEC,AIV,IVZ,MHK,DISH,BWA,JBHT,BWA,AIV,CPB,DVN,DISH,FFIV,PRGO,PRGO,ROL,AIV,FLIR,PNR,IPGP,HWM,DVA,HWM,NWL,LB,NI,NCLH,CBOE,CBOE,CF,PNR,MOS,DISH,MRO,L,HWM,JNPR,RE,RE,PTC,CMA,CZR,CMA,CMA,NRG,TAP,TAP,NRG,BBWI,TPR,HSIC,QRVO,GL,MTCH,GEN,QRVO,REG,HSIC,CPT,EMN,PEAK
GRMN,JOY,JOY,OI,URBN,NBR,IRM,NBR,OI,OI,MOLX,GRMN,JOY,RHI,RHI,JOY,VMC,JOY,J,GRMN,HAS,FTR,PNW,POM,ESV,TMK,TMK,SNI,TSS,XYL,FMC,WYNN,CPGX,TE,GMCR,SPLS,GPS,QRVO,TE,SPLS,HP,TIF,ALLE,ALLE,SRCL,MNK,BBBY,KORS,AKAM,COTY,TSCO,LUK,NRG,LUK,SEE,TSCO,JNPR,NI,LB,TMK,AOS,DISCK,ALK,BFB,BFB,AIV,SLG,HFC,HFC,UNM,QRVO,KIM,ALK,NLSN,ZION,KSS,AIZ,CPB,AIV,JNPR,PBCT,PNR,RHI,AOS,AIZ,REG,AAL,TAP,AOS,TAP,DVA,NRG,WU,NCLH,NCLH,MOS,DISH,MOS,DISH,CMA,AOS,WRB,JNPR,FBHS,SNA,RHI,CMA,CPB,LUMN,TAP,BIO,HSIC,STX,BWA,CPB,DPZ,CZR,TPR,TPR,APA,BWA,HSIC,GL,TECH,CZR,NI
THC1,EFX,IFF,NBR,LEG,IRM,THC1,PBCT,TSS,GT,TSS,ETFC,GRMN,FOSL,ZION,DEN,HBAN,ETFC,RHI,PHM,GRMN,PHM,GRMN,FTR,TEG,ADT,IRM,PNW,PNW,LEG,FLS,FLS,AIV,ALLE,HP,PKI,LEG,AIV,AVY,JWN,QRVO,MNK,BBBY,PHM,URI,RRC,SIG,VRSN,GT,TSCO,LUK,MOS,PKI,FFIV,GT,FLR,AMD,PKI,PKI,UNM,IPG,JEC,FLIR,XRAY,WHR,PVH,BFB,ARNC,RHI,ALB,WHR,ALK,HFC,ALK,DXC,APA,AIV,MHK,KIM,ZION,PNR,PBCT,UBFUT,VNO,AOS,LNC,HWM,IPGP,NRG,CF,GL,PNR,CPB,PNR,WRB,NWL,CF,WRB,CMA,SNA,XRAY,AOS,REG,AAL,REG,ALLE,WHR,ETSY,PHM,MKTX,HII,CZR,CDAY,ALLE,JNPR,TPR,FOXA,ROL,GL,CDAY,CRL,EMN,FFIV,EMN,CPT,WRK
IGT,CINF,IRM,SEE,TEG,LEG,XYL,GRMN,ETFC,WIN,ETFC,GAS,QEP,ADT,FTR,FTR,MAS,HAS,VRSN,ADT,GT,GAS,POM,TDC,HP,POM,POM,XYL,XYL,PHM,ZION,NDAQ,URI,FLS,PHM,LUK,QRVO,HP,DISCK,TE,ALLE,ETFC,SWN,SWN,FTI,FMC,QRVO,WYNN,AOS,FFIV,CMG,GT,GT,SNI,IPG,CMG,CPB,IPGP,SNA,IPGP,AMG,BWA,ALLE,ALK,JEC,SCG,UNM,ADS,IVZ,PHM,SLG,CPB,DISH,COG,FBHS,CPB,FTI,JNPR,AIZ,PNR,AAL,AOS,ROL,MHK,NWL,LB,CF,DVA,AAL,TPR,WRB,CPB,CMA,WU,CMA,WRB,NRG,REG,UHS,WRB,REG,LNC,LUMN,LNC,UHS,REG,BBWI,REG,REG,REG,GL,PHM,FOXA,FOXA,AAL,BIO,TPR,LYV,AAL,QRVO,HSIC,GL,BWA,FFIV,CHRW,EMN
HCBK,CMA,XRAY,LDOS,OI,URBN,FLIR,DOFSQ,WIN,TSS,BTU,TSS,FOSL,OI,FOSL,VRSN,PWR,DRI,TDC,ETFC,VRSN,ETFC,HAS,GAS,TMK,TDC,SNI,VRSN,VRSN,VRSN,XYL,ZION,LEG,LEG,NFX,HP,AVY,IRM,HP,TMK,TE,TE,SIG,UAC/C,BBBY,JEC,CF,SNI,FFIV,GT,PKI,KIM,KSS,PKI,LUK,ALLE,SNA,ALK,AES,PKI,NKTR,FLIR,SLG,JWN,PRGO,RHI,JEC,WU,AOS,ALK,ALK,QRVO,FBHS,MHK,BWA,VIAB,TPR,ALK,ZION,ABMD,PWR,ROL,VNO,AIZ,FANG,MOS,IPG,NWL,CF,AIZ,TPR,NWL,NWSA,CMA,TAP,MRO,REG,HSIC,HSIC,BWA,WRB,LUMN,XRAY,JNPR,XRAY,WHR,MKTX,JNPR,FFIV,PHM,EMN,PARA,QRVO,HII,EMN,LYV,GL,JNPR,CDAY,JNPR,EMN,ALLE,QRVO,PEAK,ETSY,FFIV
PKI,LEN,BBY,GME,AIV,AIV,HCBK,TSS,BTU,IGT,AIZ,HAR,ZION,GAS,OI,CTAS,SPLS,ADT,GNW,QEP,ADT,WIN,VRSN,GRMN,GRMN,XYL,CNX,POM,LEG,ZION,CVC,XYL,ZION,AIV,TE,AVY,LUK,SNI,HAR,FTR,CF,SIG,RRC,RRC,ALLE,BBBY,RRC,JEC,NRG,LUK,COTY,TSCO,COTY,JEC,JEC,ALK,ALLE,SNA,RHI,RHI,FBHS,AOS,GRMN,XEC,UNM,WHR,RHI,M,AIV,AOS,CPB,KSS,ALB,FBHS,PRGO,BEN,HFC,ALB,ALK,DVA,ZION,ZION,ZION,DISCK,DISCK,AAL,NWL,LNC,AIZ,IPGP,PNW,NWSA,NWL,NWSA,HSIC,DISH,RE,RE,BWA,TPR,BWA,FOXA,NI,NI,LNC,TAP,TAP,PHM,CPB,RCL,PHM,AAL,ALLE,QRVO,BXP,EMN,LYV,EMN,EMN,TPR,MKTX,FFIV,TFX,AOS,QRVO,CPT
NFX,MWV,TRIP,AVY,AVY,HCBK,GT,FLIR,PBCT,ETFC,PBCT,ZION,OI,QEP,FDO,FDO,GT,IRM,XYL,GAS,GAS,J,PWR,ADT,HAS,TSS,TDC,TSS,SNI,PNW,HP,FTR,FTR,TGNA,FLS,LEG,WYNN,FTI,OKE,AVY,DISCK,BWA,HP,HP,FMC,AVY,AIV,QRVO,ALLE,ALLE,NRG,FFIV,ALLE,GT,NI,NI,NI,FLR,PHM,AMG,WHR,ALK,XRAY,RHI,XEC,PHM,ALK,SLG,SLG,HFC,UNM,FLIR,MHK,HFC,NLSN,COG,CPB,PVH,JNPR,MRO,BEN,RHI,FRT,NWL,AIV,AOS,TAP,MOS,MOS,NWL,LNC,GL,RE,TAP,DISH,RHI,DXC,AIZ,REG,REG,ZION,CMA,AAL,SNA,HAS,PHM,REG,AIZ,WHR,LUMN,HAS,VFC,MKTX,BIO,WYNN,AAL,EMN,PNR,PNR,EMN,ALLE,AAL,WRK,HII,PEAK,CDAY
ANF,CVH,QEP,FTR,FTR,IGT,NBR,TEG,POM,POM,AVY,QEP,PBI,PBI,ADT,ADT,GRMN,VRSN,LEN,JOY,PNW,ADT,ETFC,RIG,XYL,PWR,XYL,IRM,RIG,SNI,AIV,POM,ALLE,GMCR,OKE,PHM,HP,MRO,HRB,STX,FMC,FMC,PHM,JWN,ZION,SIG,SNI,SIG,JBHT,PHM,KSS,NRG,JEC,IPG,SNI,NRG,CMG,COTY,JEC,NKTR,DISCK,UNM,UNM,LB,RHI,SLG,IVZ,DISH,M,AIV,FBHS,ALB,IVZ,FLIR,AIZ,AIZ,BEN,PNR,FFIV,BWA,NLSN,PWR,AIV,RHI,HWM,DISCK,MOS,DISH,RHI,MOS,AIZ,HSIC,NCLH,CF,IVZ,HSIC,PENN,CMA,TPR,HSIC,JNPR,L,ALLE,TPR,LUMN,AIZ,ALLE,FFIV,CZR,HII,CDAY,ALLE,CCL,TPR,FOXA,QRVO,TAP,BIO,ALLE,MKTX,REG,BXP,ALLE,HSIC,AOS,BFB
AIV,IFF,EXPE,BMS,RDC,AVY,LEG,RDC,IRM,THC1,WIN,BTU,TSS,POM,QEP,QEP,LEN,NFX,SEE,PNW,PHM,IRM,GAS,TEG,ADT,LEG,LEG,ADT,CNX,PWR,NAVI,ALLE,FLS,NI,ZION,TGNA,PKI,FLS,SNI,DISCK,URI,PHM,UAC/C,JEC,FLS,LEG,JWN,SRCL,M,AAP,PHM,IPG,KIM,M,HOG,HOG,FLR,AES,ALK,HBI,JEC,ALLE,FLR,CPB,LB,UNM,XEC,AIV,UNM,KIM,ALB,AIV,DVA,BWA,TPR,TPR,KSS,KSS,NWL,NLSN,MHK,NWL,IPGP,CF,RHI,SEE,RHI,PRGO,MHK,NCLH,RE,MRO,CF,IVZ,NWL,NRG,WU,BWA,ZION,ZION,RE,SNA,SNA,ZION,SEE,JNPR,ETSY,HII,ALLE,USD,JNPR,CMA,TPR,VFC,REG,TAP,KMX,UHS,FOXA,UHS,GL,BWA,EMN,CZR,HII,GL
OI,XRAY,HRL,RDC,LDOS,RDC,BTU,HCBK,RDC,TEG,IRM,IRM,PKI,PKI,PBI,WIN,ARG,WIN,DRI,DRI,ZION,ZION,JEC,HAS,VRSN,GRMN,TSS,RIG,PHM,PKI,NDAQ,FMC,RRC,HP,NI,GPS,AIZ,HAR,FTI,FLS,UAC/C,JEC,JEC,SIG,JEC,SNI,LEG,LEG,AES,PKI,FFIV,KORS,SNI,KIM,ALLE,SEE,ALK,PHM,ARNC,FBHS,HBI,FLR,DISH,RL,AIV,CPB,NKTR,ALK,SEE,SLG,SEE,HFC,AIV,SLG,MHK,NWL,PNR,AIV,PNR,TPR,RHI,NLSN,MHK,FRT,APA,HII,DISCK,TPR,DISCK,DISH,IVZ,IVZ,TAP,RHI,NWSA,IVZ,PNW,CF,WRB,RE,CTXS,RE,HSIC,UHS,PHM,MKTX,FFIV,NRG,JNPR,JNPR,RHI,MKTX,WRK,UHS,ALLE,JNPR,GEN,CRL,KEY,ROL,TPR,HAS,JNPR,BWA,ALLE,BXP
LSI,IRM,HSP,HCBK,LSI,MOLX,AVY,EXPE,HAR,LSI,POM,AVY,POM,TSS,LM,PBI,POM,PETM,GAS,IRM,THC,TEG,WIN,VRSN,LEG,TEG,AIV,PHM,ADT,NFX,ALLE,AIV,NFX,FTR,CPGX,WYNN,PHM,PHM,ALLE,ALLE,FLS,FTI,GRMN,FTI,UAC/C,ALLE,ALLE,RRC,PKI,AES,MOS,COTY,CMG,ALLE,CMG,PHM,TSCO,CPB,RL,CPB,NLSN,DISH,AOS,WHR,CPB,DVA,PHM,KIM,CPB,FBHS,PVH,DVA,RHI,MOS,ALB,DXC,XRX,AIZ,SLG,SLG,CMA,MHK,PWR,IPGP,BEN,NWL,IPGP,MHK,JNPR,DISCK,JNPR,RHI,HSIC,NWL,RE,RE,NWL,NWL,MHK,DISH,HSIC,HSIC,BWA,REG,ALLE,FFIV,CPB,GL,AIZ,FFIV,FFIV,BWA,HII,WRK,BBWI,ALLE,AAL,CZR,ROL,GL,PNW,ROL,WYNN,ALLE,MTCH,CZR
AVY,SWY,RHI,ANF,MOLX,FTR,TSS,HAR,FLIR,PBCT,FTR,AIZ,AVY,FTR,POM,ZION,XYL,FTR,HRL,NFX,NEBLQ,TSS,ADT,PWR,TSS,NDAQ,PWR,ESV,PWR,IRM,PKI,ADT,AIZ,AVY,AVY,ZION,TGNA,TGNA,TMK,AIV,JEC,SWN,FMC,LUK,PHM,LUK,AVY,FLS,AIV,MOS,AES,AES,IPG,HBI,M,LUK,PHM,LUK,FLIR,DISH,FLIR,XEC,HOG,DISH,DISH,KIM,DISH,AOS,XEC,RHI,FLIR,UNM,ADS,ALB,COG,PBCT,FLIR,PBCT,NLSN,DVN,FANG,BEN,BEN,ROL,LB,RHI,REG,SEE,IPGP,CMA,IPGP,DISCA,IVZ,REG,RHI,NWSA,AIZ,NCLH,NRG,MHK,APA,BWA,CDAY,ALLE,FBHS,LNC,RHI,WHR,AAL,CCL,REG,QRVO,CMA,CZR,BIO,REG,ALLE,REG,FFIV,REG,FFIV,SEDG,NRG,WYNN,JNPR,HII
MOLX,FOSL,FOSL,TE,BMS,BMS,EXPE,IRM,TEG,AVY,PBI,PBCT,AIZ,LM,PKI,TSS,SNA,OI,ADT,AVP,IRM,THC,TEG,LEG,AIV,GAS,NDAQ,TDC,NDAQ,AIV,SNI,CVC,PKI,PHM,ADT,FLS,FCX,FSLR,RHI,URI,FTI,URI,SNI,FLS,LUK,GPS,SPLS,AVY,TSCO,AIV,KORS,AYI,HBI,AAP,ALK,JEC,AES,ARNC,SEE,JEC,CPB,WHR,WHR,NWL,HOG,FL,KIM,FLIR,CPRI,SEE,RHI,SLG,AIZ,AOS,MOS,PRGO,PBCT,ABMD,BWA,PBCT,FLIR,CMA,CMA,AIV,SEE,FANG,SEE,HII,NCLH,FANG,ROL,NI,PNW,HSIC,WU,REG,LW,IVZ,RE,APA,NI,NRG,ZION,CDAY,AIZ,SEE,BWA,ALLE,FBHS,BWA,RCL,FOXA,AAL,AAP,VFC,BBWI,REG,QRVO,CZR,FOXA,BXP,JNPR,HAS,JNPR,MKTX,PAYC
TSS,IPG,TGNA,GRMN,HCBK,GRMN,GRMN,FTR,DOFSQ,NBR,IGT,POM,FTR,ALLE,FLIR,OI,PHM,TEG,PHM,HAS,DISCA,LEG,LM,JEC,PWR,AIV,GAS,NFX,NFX,CHK,ADT,PKI,AVY,IRM,PKI,FTR,FTR,RL,PHM,SNI,SNI,SNI,FLS,FMC,PKI,JWN,SRCL,RHI,KSS,XRX,AYI,KSS,AAP,AYI,HP,AES,LUK,DISH,ALLE,ALK,ALK,AMG,RL,AIV,NKTR,PNR,CPB,CPB,ALK,CPB,M,PVH,M,RHI,NWL,NLSN,NWL,HFC,TPR,DXC,KIM,NOV,PBCT,BEN,VNO,IPGP,MHK,AAL,REG,AOS,CMA,ZION,NI,NI,REG,TAP,KIM,AOS,NCLH,AOS,MHK,TPR,AOS,BWA,TAP,FBHS,AIZ,OGN,RCL,CZR,MKTX,CCL,ROL,CMA,TAP,BXP,PNW,PNW,PNW,GNRC,ROL,MKTX,BXP,TFX,PAYC,CHRW
BMS,FDO,GAS,MOLX,LM,LDOS,FTR,LDOS,HCBK,IRM,NDAQ,WIN,BTU,FLIR,TSS,BTU,TDC,PBI,DEN,DEN,AVP,NEBLQ,LEG,ZION,LM,JEC,ALLE,PWR,GAS,NDAQ,PWR,NFX,HP,ZION,AIV,ADT,HAR,PKI,FLS,PHM,FTR,FLS,PKI,ZION,LEG,PHM,FLS,ALLE,PHM,KSS,AAP,JEC,AYI,GPS,HBI,HP,RHI,RHI,HP,PHM,LB,FBHS,HP,HP,AOS,XEC,DVA,XEC,PHM,M,ADS,FLS,FLIR,NWL,FLIR,MOS,SLG,SLG,DVA,FTI,SEE,MRO,SEE,KIM,AAL,VNO,HII,RHI,COG,JNPR,NLSN,TAP,AOS,CPB,CPB,CMA,NWSA,NI,NI,NI,SEE,NI,PNR,LW,WHR,NLSN,JNPR,AAL,BWA,BBWI,QRVO,WRK,BBWI,PNW,WRK,UHS,PNR,CCL,REG,PNW,GNRC,ETSY,AAL,PNW,HRL,AOS
SEE,QEP,GNW,PCS,DNB,BTU,LDOS,AVY,LSI,RDC,DNB,PBI,THC1,AVY,FSLR,FOSL,XRAY,ZION,QEP,THC,JOY,LM,ZION,NDAQ,RIG,LM,PKI,GAS,ALLE,ADT,GAS,TGNA,ADT,NWSA,LUK,AIZ,IRM,RHI,ENDP,QRVO,LUK,LUK,LUK,CF,SNI,UA,GRMN,BBBY,MAT,CF,JEC,CMG,M,FLR,NRG,RHI,SEE,DISCK,PNR,ALLE,ALLE,GRMN,FBHS,KIM,PHM,FLIR,FLIR,DVA,DVA,ADS,AIZ,RHI,PRGO,IVZ,AOS,PNR,PVH,MOS,BEN,KSS,NOV,HWM,NWL,ZION,UBFUT,BEN,LNC,CF,UBFUT,SEE,RHI,REG,NRG,PNW,NLSN,WU,NI,LW,NWSA,JNPR,BEN,SEE,TPR,SEE,NLSN,LW,LW,RHI,GL,WHR,ROL,RHI,AAP,FFIV,CTLT,CMA,FFIV,XRAY,AOS,CPB,CPB,AOS,PNW,QRVO,HSIC,MTCH
DNB,TMK,DOFSQ,TSS,GME,TSS,AIV,JBL,AVY,WPX,HCBK,DNB,PBCT,WIN,WIN,LM,HRL,PKI,DHI,ZION,DEN,AIV,TSS,TSS,NDAQ,ESV,JEC,AIV,PKI,ALLE,IRM,IRM,TGNA,PKI,FTR,NFX,OKE,NFX,URI,FMC,PKI,FTR,FTR,SNI,JWN,DISCK,DISCK,PBCT,MAC,SPLS,XRX,AIV,RHI,AES,AES,GT,JEC,HP,JEF,ARNC,RL,CPB,AMG,NKTR,KIM,AOS,AOS,NKTR,PNR,FLIR,FLS,XRX,SLG,SEE,SEE,AOS,NLSN,TPR,PBCT,ALK,IPGP,APA,NLSN,NLSN,FRT,NWSA,CMA,DISCK,NWSA,NLSN,NWSA,IPGP,NLSN,GL,GL,DXC,CMA,ZION,AIZ,NRG,UHS,MHK,NRG,NRG,GL,GL,OGN,SEE,RHI,AAL,ALLE,HAS,FFIV,ROL,CMA,PNR,AOS,AOS,UHS,HII,HII,FOXA,AOS,CRL,AIZ,HSIC
TE,WIN,WIN,AIZ,ANF,LSI,LSI,LEG,LEG,FTR,LSI,FTR,FLIR,AIZ,AVY,TEG,SEE,LM,JOY,PBI,LM,DISCA,AIV,AIV,ALLE,ALLE,GRMN,LEG,AIV,THC,THC,NI,PWR,WYNN,FMC,FMC,FSLR,FMC,RL,MUR,PHM,PKI,SPLS,HAR,DISCK,GRMN,RL,SPLS,CF,KORS,SCG,RHI,AES,CMG,GPS,HBI,HP,SEE,HOG,KIM,PHM,RL,FLS,AOS,PNR,DISH,PNR,PHM,RL,DVA,PBCT,M,PVH,TPR,SLG,FLIR,PRGO,NWL,FLIR,BEN,MOS,HFC,HWM,CMA,CMA,MHK,NWSA,LEG,CMA,RHI,AOS,KIM,ZION,DISCK,PNW,AIZ,IVZ,JNPR,JNPR,UHS,AIZ,APA,SEE,LUMN,ZION,CPB,SEE,RCL,ROL,GL,AIZ,LNC,UHS,PARA,UHS,HII,ROL,CTLT,BBWI,AOS,NCLH,PNW,CTLT,MKTX,RHI,BBWI
FLIR,HSP,CTAS,LM,AIZ,AIZ,ETFC,BMS,PKI,AIZ,THC1,PKI,LM,BTU,GME,IRM,GAS,TSS,ZION,TEG,TEG,JOY,NDAQ,LM,PKI,RIG,TEG,ALLE,ZION,FTR,AVY,AVY,NRG,SNI,AIZ,SNI,FLS,OKE,RRC,ZION,ZION,DISCK,GPS,RL,HAR,PKI,RHI,DISCK,SRCL,JEC,AIV,PBCT,MAC,MAC,RHI,FLIR,HOG,ALLE,DISH,GPS,JEF,JWN,AIV,HOG,SCG,NKTR,FL,NWL,FL,XEC,XRX,PBCT,UNM,DVA,IVZ,SLG,RHI,PRGO,MOS,NWL,HFC,DVN,NOV,SEE,ZION,APA,LEG,REG,PRGO,REG,KIM,ALK,RHI,NLSN,DXC,PNW,AOS,WU,TAP,AIZ,NRG,FRT,LW,TAP,TPR,LUMN,LNC,NLSN,CCL,RHI,WRK,FFIV,SBNY,WYNN,AAP,RHI,RHI,AAL,BIO,NCLH,AOS,CTLT,FMC,CPB,NWSA,ETSY
JBL,DOFSQ,ZION,DNB,WPX,DNB,RDC,AIZ,THC1,PBI,RDC,LM,IRM,IRM,TEG,AIZ,VRSN,ALLE,HAS,TSS,TSS,NBR,FOSL,ALLE,TE,ZION,NFX,TEG,TEG,GAS,NI,MUR,HCBK,ADT,NWSA,IRM,RRC,LUK,PKI,LUK,SPLS,CF,DISCK,DISCK,RL,HAR,PHM,RIG,XRX,M,M,XRX,GPS,HP,FLIR,GPS,FLIR,FLIR,DISCK,FLIR,FLR,PHM,CPB,PNR,HP,RL,FBHS,PBCT,FBHS,RL,HFC,SEE,FLS,PRGO,PVH,LEG,ALB,NLSN,FTI,XRX,LEG,NBL,NWSA,PWR,PWR,FRT,NLSN,HBI,SEE,BEN,BEN,AOS,DISH,ZION,NI,AOS,NCLH,DXC,LW,OGN,NWSA,ZION,UHS,OGN,NRG,UHS,FBHS,ROL,HII,AIZ,AAL,TPR,BIO,IVZ,RHI,AAP,XRAY,HII,HII,FFIV,FOXA,HII,HII,RHI,UHS,JNPR
