average_monthly_returns_2013
0.023558713
0.013976225
0.037803627
0.032907197
nan
0.023526765
0.010787858
0.010593676
0.024273186
0.027557294
nan
0.014325968
-0.004355003
0.007600245
0.031787493
0.021340897
0.012731061
0.039761079
0.016766919
0.0164506
0.002487559
0.030858417
0.008771926
-0.002674724
0.01671348
0.014351217
nan
0.033167292
0.011764148
nan
0.021017943
0.062682051
nan
0.004999327
nan
0.060252301
nan
0.03376432
0.041480005
0.022436243
0.045329616
0.029425348
0.033565841
0.039417308
nan
0.024818932
0.016309802
0.010301707
0.031354412
0.028286252
0.028929205
0.01928627
0.020314166
nan
nan
nan
0.058025954
-0.000421606
0.032702983
-0.01502035
nan
0.02030531
nan
0.033723388
nan
0.014000516
0.032925569
0.038028333
-0.004719897
0.02059229
0.021661387
nan
nan
0.058101974
0.015878624
0.015467905
0.026365338
nan
-0.000506597
nan
0.022259746
0.005860796
0.029495486
-0.000350616
0.035875795
0.02377247
0.028051593
0.02905998
0.034080966
0.031434309
0.032223509
0.022125755
0.034074731
0.04690779
0.023683553
0.041669466
0.031076107
0.026283372
nan
0.00755264
nan
0.018179219
0.017006689
nan
0.030628457
nan
nan
nan
0.004935843
0.020043734
0.042305088
0.020453626
-0.001714511
0.030302272
nan
nan
0.021055805
0.032269669
0.025491101
-4.62E-05
0.029107314
0.005146111
0.008537617
nan
0.017570283
nan
nan
0.027705417
nan
0.036272314
0.020018456
0.00657389
nan
nan
0.025467502
0.026821676
nan
nan
0.027680538
nan
0.030936593
0.042365507
0.035179989
0.04382609
nan
nan
0.027868793
0.032093738
nan
0.031170072
0.013092107
0.023096726
nan
nan
0.045613395
0.041259748
nan
0.03624406
0.035000589
0.022562474
nan
0.006806292
0.022941093
0.004704775
nan
nan
0.000467469
0.038518598
nan
0.026742587
0.009574686
0.021108629
0.067461628
-0.00377245
0.024061392
0.107509723
0.042524342
0.008198007
0.03487581
0.054627181
0.01861354
0.05095966
0.016949887
0.07805001
0.001637891
0.019134989
0.020469312
0.05063594
nan
0.027389653
0.033480795
nan
0.015681628
0.023768476
0.038479525
0.041020902
nan
0.021442252
nan
0.030979847
0.022469165
0.021119949
0.03330359
0.031420629
nan
0.003889449
0.024735514
-0.018857882
nan
0.02621262
-0.003628792
0.007613816
0.053505386
-0.000938147
nan
0.025300284
0.056900009
0.007954627
-0.003396612
nan
nan
0.016788038
nan
-0.008060906
0.042623723
-0.008662555
nan
nan
0.053679892
0.040005106
nan
0.03380892
nan
0.029559762
-0.001123835
nan
0.024171753
0.022494974
0.006693518
0.03785692
0.002481089
nan
0.030384836
-0.018186378
0.025749838
0.032759796
0.047533572
nan
nan
0.022184717
0.017298331
0.013149195
0.016847416
nan
0.007966743
0.047799558
nan
0.036083417
0.01580635
nan
0.041818271
nan
0.008692525
-0.001908706
0.026909572
nan
nan
0.014781337
0.000593172
nan
0.019897757
0.038236923
0.032671925
nan
0.01608937
-0.032873278
0.020934491
nan
-0.005486951
nan
0.006767101
nan
0.026925952
0.041434989
0.014226147
0.004617112
0.019076777
0.031175139
-0.010369971
0.01320253
0.022766077
0.016477394
nan
nan
nan
0.056354426
0.039365478
0.046575126
0.007291239
nan
0.005578969
0.05224951
0.023332646
nan
0.000281851
0.024788152
0.021321092
0.033090144
nan
0.03892922
0.007981308
0.014228323
0.014328756
nan
0.033168351
nan
0.035850784
0.019272451
nan
0.032979809
0.008270067
0.077423335
nan
-0.048827513
0.044615759
0.021564699
0.02407215
0.005300344
0.019956964
0.026984752
0.003933181
nan
0.0095319
nan
0.014550478
0.021543829
0.040322031
nan
0.092436751
0.017450321
nan
0.018487182
nan
nan
nan
0.007305844
0.017554766
nan
nan
nan
0.020199334
0.025322669
0.021755896
nan
0.020300681
0.379132809
0.019629804
0.016389539
nan
nan
0.029747135
0.021120476
nan
nan
0.032345995
nan
0.008547987
0.033239714
0.019527911
0.04609863
0.035611847
0.058982371
nan
0.011628692
0.005841884
0.03598167
0.040282399
0.028098983
nan
0.028794611
0.006145913
nan
0.023621644
0.034202401
-0.008148252
0.027589504
0.012970189
0.013945866
0.02300598
0.032220371
0.008571221
0.018850745
nan
0.017447041
0.027200606
0.003921629
nan
nan
nan
0.022987038
nan
-0.00040606
nan
0.032612592
0.002792521
0.02803874
-0.003939257
0.019214806
nan
0.006437647
0.022815279
0.030227301
0.052091855
nan
nan
nan
nan
-0.028573428
nan
0.038143636
0.019535748
-0.025132117
0.011882032
0.008220307
0.019605607
0.040580989
nan
-0.005835271
0.00211181
0.0204366
0.014550292
nan
0.008911345
0.042732051
0.060164897
-0.001764666
nan
nan
0.024283759
-0.001699896
0.029789956
0.039012118
nan
nan
0.027196536
nan
nan
0.033444856
0.055511396
0.038458563
0.012973043
0.003734189
0.020340906
0.088096708
0.023504191
nan
nan
nan
nan
0.024506071
nan
nan
-0.003512555
0.026986681
0.053804749
nan
nan
nan
0.053976482
nan
nan
nan
nan
0.037094099
0.017832881
nan
0.003805439
nan
0.008141535
nan
nan
nan
0.015787328
nan
nan
-0.01137002
-0.01393438
nan
0.021970334
0.027908027
0.08840521
0.015324791
nan
-0.000401789
nan
0.01381993
-0.010885808
-0.003362362
0.004293745
0.051228754
