average_monthly_returns_2014
0.020551857
0.01
0.015294892
0.029997933
0.01
0.029172333
0.009996929
0.039579139
0.000251697
0.035156388
0.015594212
0.010376966
0.014710823
0.022105698
0.020184468
0.000721362
0.025352232
0.030352555
0.01
0.01
